braker_gene	braker_transcript	SSTP_gene	SSTP_transcript
g11947	g11947.t1	SSTP_0000495800	SSTP_0000495800.1
g11948	g11948.t1	SSTP_0000495900	SSTP_0000495900.1
g11949	g11949.t1	SSTP_0000496000	SSTP_0000496000.1
g1195	g1195.t1	SSTP_0001164900	SSTP_0001164900.1
g11950	g11950.t1	SSTP_0000496100	SSTP_0000496100.1
g11951	g11951.t1	SSTP_0000496200	SSTP_0000496200.1
g11952	g11952.t1	SSTP_0000496300	SSTP_0000496300.1
g11953	g11953.t1	SSTP_0000496400	SSTP_0000496400.1
g11954	g11954.t1	SSTP_0000496500	SSTP_0000496500.1
g11955	g11955.t1	SSTP_0000496600	SSTP_0000496600.1
g11956	g11956.t1	SSTP_0000496700	SSTP_0000496700.1
g11957	g11957.t1	SSTP_0000496800	SSTP_0000496800.1
g11958	g11958.t1	SSTP_0000496900	SSTP_0000496900.1
g11959	g11959.t1	SSTP_0000497000	SSTP_0000497000.1
g1196	g1196.t1	SSTP_0001165000	SSTP_0001165000.1
g11960	g11960.t1	SSTP_0000497100	SSTP_0000497100.1
g11961	g11961.t1	SSTP_0000497200	SSTP_0000497200.1
g11962	g11962.t1	SSTP_0000497300	SSTP_0000497300.1
g11963	g11963.t1	SSTP_0000497400	SSTP_0000497400.1
g11964	g11964.t1	SSTP_0000497500	SSTP_0000497500.1
g11965	g11965.t1	SSTP_0000497600	SSTP_0000497600.1
g11965	g11965.t2	SSTP_0000497600	SSTP_0000497600.1
g11966	g11966.t1	SSTP_0000497700	SSTP_0000497700.1
g11967	g11967.t1	SSTP_0000497800	SSTP_0000497800.1
g11968	g11968.t1	SSTP_0000497900	SSTP_0000497900.1
g11969	g11969.t1	SSTP_0000498000	SSTP_0000498000.1
g1197	g1197.t1	SSTP_0001165100	SSTP_0001165100.1
g11970	g11970.t1	SSTP_0000498100	SSTP_0000498100.1
g11970	g11970.t2	SSTP_0000498100	SSTP_0000498100.1
g11971	g11971.t1	SSTP_0000498200	SSTP_0000498200.1
g11972	g11972.t1	SSTP_0000498300	SSTP_0000498300.1
g11973	g11973.t1	SSTP_0001191900	SSTP_0001191900.1
g11974	g11974.t1	SSTP_0000498500	SSTP_0000498500.1
g11974	g11974.t2	SSTP_0000498500	SSTP_0000498500.1
g11975	g11975.t1	SSTP_0000498600	SSTP_0000498600.1
g11976	g11976.t1	SSTP_0000498700	SSTP_0000498700.1
g11977	g11977.t1	SSTP_0000466200	SSTP_0000466200.1
g11978	g11978.t1	SSTP_0000498900	SSTP_0000498900.1
g11979	g11979.t1	SSTP_0000499000	SSTP_0000499000.1
g1198	g1198.t1	SSTP_0001165200	SSTP_0001165200.1
g11980	g11980.t1	SSTP_0000499100	SSTP_0000499100.1
g11981	g11981.t1	SSTP_0000499200	SSTP_0000499200.1
g11982	g11982.t1	SSTP_0000499300	SSTP_0000499300.1
g11983	g11983.t1	SSTP_0000499400	SSTP_0000499400.1
g11983	g11983.t2	SSTP_0000499400	SSTP_0000499400.1
g11984	g11984.t1	SSTP_0000499500	SSTP_0000499500.1
g11985	g11985.t1	SSTP_0000499600	SSTP_0000499600.1
g11986	g11986.t1	SSTP_0000499700	SSTP_0000499700.1
g11987	g11987.t1	SSTP_0000499800	SSTP_0000499800.1
g11988	g11988.t1	SSTP_0000499900	SSTP_0000499900.1
g11989	g11989.t1	SSTP_0000500000	SSTP_0000500000.1
g1199	g1199.t1	SSTP_0001165300	SSTP_0001165300.1
g11990	g11990.t1	SSTP_0000500100	SSTP_0000500100.1
g11990	g11990.t2	SSTP_0000500100	SSTP_0000500100.1
g11991	g11991.t1	SSTP_0000500200	SSTP_0000500200.1
g11992	g11992.t1	SSTP_0000500300	SSTP_0000500300.1
g11992	g11992.t2	SSTP_0000500300	SSTP_0000500300.1
g11993	g11993.t1	SSTP_0000500400	SSTP_0000500400.1
g11994	g11994.t1	SSTP_0000500500	SSTP_0000500500.1
g11995	g11995.t1	SSTP_0000500600	SSTP_0000500600.1
g11996	g11996.t1	SSTP_0000500700	SSTP_0000500700.1
g11997	g11997.t1		
g11998	g11998.t1	SSTP_0000500800	SSTP_0000500800.1
g11999	g11999.t1	SSTP_0000500900	SSTP_0000500900.1
g12	g12.t1	SSTP_0001044500	SSTP_0001044500.1
g120	g120.t1	SSTP_0000526200	SSTP_0000526200.1
g120	g120.t2	SSTP_0000526200	SSTP_0000526200.1
g1200	g1200.t1	SSTP_0001165400	SSTP_0001165400.1
g12000	g12000.t1	SSTP_0000501000	SSTP_0000501000.1
g12001	g12001.t1	SSTP_0000501100	SSTP_0000501100.1
g12002	g12002.t1	SSTP_0000501200	SSTP_0000501200.1
g12003	g12003.t1	SSTP_0000501300	SSTP_0000501300.1
g12004	g12004.t1	SSTP_0000501400	SSTP_0000501400.1
g12005	g12005.t1	SSTP_0000501500	SSTP_0000501500.1
g12006	g12006.t1	SSTP_0000501600	SSTP_0000501600.1
g12007	g12007.t1	SSTP_0000501700	SSTP_0000501700.1
g12008	g12008.t1	SSTP_0000501800	SSTP_0000501800.1
g12009	g12009.t1	SSTP_0000501900	SSTP_0000501900.1
g12009	g12009.t2	SSTP_0000501900	SSTP_0000501900.1
g12009	g12009.t3	SSTP_0000501900	SSTP_0000501900.1
g12009	g12009.t4	SSTP_0000501900	SSTP_0000501900.1
g12009	g12009.t5	SSTP_0000501900	SSTP_0000501900.1
g1201	g1201.t1	SSTP_0001165500	SSTP_0001165500.1
g12010	g12010.t1	SSTP_0000502000	SSTP_0000502000.1
g12011	g12011.t1	SSTP_0000502100	SSTP_0000502100.1
g12012	g12012.t1	SSTP_0000502400	SSTP_0000502400.1
g12013	g12013.t1	SSTP_0000502500	SSTP_0000502500.1
g12014	g12014.t1	SSTP_0000502600	SSTP_0000502600.1
g12015	g12015.t1	SSTP_0000502700	SSTP_0000502700.1
g12016	g12016.t1	SSTP_0000502800	SSTP_0000502800.1
g12017	g12017.t1	SSTP_0000502900	SSTP_0000502900.1
g12018	g12018.t1	SSTP_0000503000	SSTP_0000503000.1
g12019	g12019.t1	SSTP_0000503100	SSTP_0000503100.1
g1202	g1202.t1	SSTP_0001165600	SSTP_0001165600.1
g12020	g12020.t1	SSTP_0000503200	SSTP_0000503200.1
g12021	g12021.t1	SSTP_0000503400	SSTP_0000503400.1
g12022	g12022.t1	SSTP_0000503400	SSTP_0000503400.1
g12023	g12023.t1	SSTP_0000503500	SSTP_0000503500.1
g12024	g12024.t1	SSTP_0000503600	SSTP_0000503600.1
g12025	g12025.t1	SSTP_0000503900	SSTP_0000503900.1
g12026	g12026.t1	SSTP_0000503900	SSTP_0000503900.1
g12027	g12027.t1	SSTP_0000504000	SSTP_0000504000.1
g12028	g12028.t1	SSTP_0000504000	SSTP_0000504000.1
g12029	g12029.t1	SSTP_0000504200	SSTP_0000504200.1
g1203	g1203.t1	SSTP_0001165700	SSTP_0001165700.1
g12030	g12030.t1	SSTP_0000504300	SSTP_0000504300.1
g12031	g12031.t1	SSTP_0000504400	SSTP_0000504400.1
g12032	g12032.t1	SSTP_0000504500	SSTP_0000504500.1
g12033	g12033.t1	SSTP_0001286700	SSTP_0001286700.1
g12034	g12034.t1	SSTP_0000504700	SSTP_0000504700.1
g12035	g12035.t1	SSTP_0000504800	SSTP_0000504800.1
g12036	g12036.t1	SSTP_0000504900	SSTP_0000504900.1
g12037	g12037.t1	SSTP_0000505000	SSTP_0000505000.1
g12038	g12038.t1	SSTP_0000505100	SSTP_0000505100.1
g12039	g12039.t1	SSTP_0000505200	SSTP_0000505200.1
g1204	g1204.t1	SSTP_0001165800	SSTP_0001165800.1
g12040	g12040.t1	SSTP_0000505300	SSTP_0000505300.1
g12041	g12041.t1	SSTP_0000505400	SSTP_0000505400.1
g12041	g12041.t2	SSTP_0000505400	SSTP_0000505400.1
g12042	g12042.t1	SSTP_0000505900	SSTP_0000505900.1
g12043	g12043.t1	SSTP_0000505900	SSTP_0000505900.1
g12044	g12044.t1	SSTP_0000505900	SSTP_0000505900.1
g12045	g12045.t1	SSTP_0000505900	SSTP_0000505900.1
g12046	g12046.t1	SSTP_0000506000	SSTP_0000506000.1
g12047	g12047.t1	SSTP_0000506100	SSTP_0000506100.1
g12048	g12048.t1	SSTP_0000506200	SSTP_0000506200.1
g12049	g12049.t1	SSTP_0000506300	SSTP_0000506300.1
g1205	g1205.t1	SSTP_0001165900	SSTP_0001165900.1
g1205	g1205.t2	SSTP_0001165900	SSTP_0001165900.1
g12050	g12050.t1	SSTP_0000506400	SSTP_0000506400.1
g12051	g12051.t1	SSTP_0000506500	SSTP_0000506500.1
g12052	g12052.t1	SSTP_0000509500	SSTP_0000509500.1
g12053	g12053.t1	SSTP_0000506600	SSTP_0000506600.1
g12054	g12054.t1	SSTP_0000506700	SSTP_0000506700.1
g12055	g12055.t1	SSTP_0000506800	SSTP_0000506800.1
g12056	g12056.t1	SSTP_0000507000	SSTP_0000507000.1
g12057	g12057.t1	SSTP_0000507100	SSTP_0000507100.1
g12058	g12058.t1	SSTP_0000507200	SSTP_0000507200.1
g12059	g12059.t1	SSTP_0000507300	SSTP_0000507300.1
g1206	g1206.t1	SSTP_0001166000	SSTP_0001166000.1
g12060	g12060.t1	SSTP_0000507400	SSTP_0000507400.1
g12061	g12061.t1	SSTP_0000507500	SSTP_0000507500.1
g12062	g12062.t1	SSTP_0000507600	SSTP_0000507600.1
g12063	g12063.t1	SSTP_0000507700	SSTP_0000507700.1
g12064	g12064.t1	SSTP_0000507800	SSTP_0000507800.1
g12065	g12065.t1	SSTP_0000507900	SSTP_0000507900.1
g12066	g12066.t1	SSTP_0000508000	SSTP_0000508000.1
g12067	g12067.t1	SSTP_0000508100	SSTP_0000508100.1
g12068	g12068.t1	SSTP_0000508200	SSTP_0000508200.1
g12069	g12069.t1	SSTP_0000508300	SSTP_0000508300.1
g1207	g1207.t1	SSTP_0001166100	SSTP_0001166100.1
g1207	g1207.t2	SSTP_0001166100	SSTP_0001166100.1
g1207	g1207.t3	SSTP_0001166100	SSTP_0001166100.1
g1207	g1207.t4	SSTP_0001166100	SSTP_0001166100.1
g12070	g12070.t1	SSTP_0000508400	SSTP_0000508400.1
g12071	g12071.t1	SSTP_0000466200	SSTP_0000466200.1
g12072	g12072.t1	SSTP_0000707800	SSTP_0000707800.1
g12073	g12073.t1	SSTP_0000244700	SSTP_0000244700.1
g12074	g12074.t1	SSTP_0000244800	SSTP_0000244800.1
g12075	g12075.t1	SSTP_0000244900	SSTP_0000244900.1
g12075	g12075.t2	SSTP_0000244900	SSTP_0000244900.1
g12076	g12076.t1	SSTP_0000245000	SSTP_0000245000.1
g12077	g12077.t1	SSTP_0000245100	SSTP_0000245100.1
g12078	g12078.t1	SSTP_0000245200	SSTP_0000245200.1
g12079	g12079.t1	SSTP_0000245300	SSTP_0000245300.1
g1208	g1208.t1	SSTP_0001166200	SSTP_0001166200.1
g12080	g12080.t1	SSTP_0000245400	SSTP_0000245400.1
g12081	g12081.t1	SSTP_0000245500	SSTP_0000245500.1
g12082	g12082.t1	SSTP_0000245600	SSTP_0000245600.1
g12083	g12083.t1	SSTP_0000245700	SSTP_0000245700.1
g12084	g12084.t1	SSTP_0000245800	SSTP_0000245800.1
g12085	g12085.t1	SSTP_0000245900	SSTP_0000245900.1
g12086	g12086.t1	SSTP_0000246000	SSTP_0000246000.1
g12087	g12087.t1	SSTP_0000246100	SSTP_0000246100.1
g12087	g12087.t2	SSTP_0000246100	SSTP_0000246100.1
g12088	g12088.t1	SSTP_0000246200	SSTP_0000246200.1
g12089	g12089.t1	SSTP_0000246300	SSTP_0000246300.1
g1209	g1209.t1	SSTP_0001166300	SSTP_0001166300.1
g12090	g12090.t1	SSTP_0000246500	SSTP_0000246500.1
g12091	g12091.t1	SSTP_0000246600	SSTP_0000246600.1
g12092	g12092.t1	SSTP_0000246700	SSTP_0000246700.1
g12093	g12093.t1	SSTP_0000246800	SSTP_0000246800.1
g12094	g12094.t1	SSTP_0000246900	SSTP_0000246900.1
g12095	g12095.t1	SSTP_0000433900	SSTP_0000433900.1
g12096	g12096.t1	SSTP_0000247100	SSTP_0000247100.1
g12097	g12097.t1	SSTP_0000247300	SSTP_0000247300.1
g12098	g12098.t1	SSTP_0000247400	SSTP_0000247400.1
g12099	g12099.t1	SSTP_0000421024	SSTP_0000421024.1
g121	g121.t1	SSTP_0000526400	SSTP_0000526400.1
g1210	g1210.t1	SSTP_0001166400	SSTP_0001166400.1
g12100	g12100.t1	SSTP_0000509200	SSTP_0000509200.1
g12100	g12100.t2	SSTP_0000345400	SSTP_0000345400.1
g12101	g12101.t1	SSTP_0000345300	SSTP_0000345300.1
g12102	g12102.t1	SSTP_0000429300	SSTP_0000429300.1
g12103	g12103.t1	SSTP_0000247500	SSTP_0000247500.1
g12104	g12104.t1	SSTP_0001143332	SSTP_0001143332.1
g12105	g12105.t1	SSTP_0000485800	SSTP_0000485800.1
g12106	g12106.t1	SSTP_0001133300	SSTP_0001133300.1
g12107	g12107.t1	SSTP_0001133200	SSTP_0001133200.1
g12108	g12108.t1	SSTP_0000485900	SSTP_0000485900.1
g12109	g12109.t1	SSTP_0000486000	SSTP_0000486000.1
g12109	g12109.t2	SSTP_0000486000	SSTP_0000486000.1
g1211	g1211.t1	SSTP_0001166500	SSTP_0001166500.1
g12110	g12110.t1	SSTP_0000486100	SSTP_0000486100.1
g12111	g12111.t1	SSTP_0000486200	SSTP_0000486200.1
g12112	g12112.t1	SSTP_0000486300	SSTP_0000486300.1
g12112	g12112.t2	SSTP_0000486300	SSTP_0000486300.1
g12113	g12113.t1	SSTP_0000486400	SSTP_0000486400.1
g12114	g12114.t1	SSTP_0000486500	SSTP_0000486500.1
g12115	g12115.t1	SSTP_0000486600	SSTP_0000486600.1
g12116	g12116.t1	SSTP_0000486700	SSTP_0000486700.1
g12117	g12117.t1	SSTP_0000486800	SSTP_0000486800.1
g12118	g12118.t1	SSTP_0000486800	SSTP_0000486800.1
g12119	g12119.t1	SSTP_0000486900	SSTP_0000486900.1
g12119	g12119.t2	SSTP_0000486900	SSTP_0000486900.1
g1212	g1212.t1	SSTP_0001166600	SSTP_0001166600.1
g12120	g12120.t1	SSTP_0000487000	SSTP_0000487000.1
g12121	g12121.t1	SSTP_0000487100	SSTP_0000487100.1
g12122	g12122.t1	SSTP_0000487200	SSTP_0000487200.1
g12123	g12123.t1	SSTP_0000487300	SSTP_0000487300.1
g12124	g12124.t1	SSTP_0000487400	SSTP_0000487400.1
g12125	g12125.t1	SSTP_0000487500	SSTP_0000487500.1
g12126	g12126.t1	SSTP_0001269800	SSTP_0001269800.1
g12126	g12126.t2	SSTP_0000487800	SSTP_0000487800.1
g12126	g12126.t3	SSTP_0001269800	SSTP_0001269800.1
g12127	g12127.t1	SSTP_0001221900	SSTP_0001221900.1
g12128	g12128.t1	SSTP_0001221900	SSTP_0001221900.1
g12129	g12129.t1	SSTP_0001221800	SSTP_0001221800.1
g1213	g1213.t1	SSTP_0001166700	SSTP_0001166700.1
g1213	g1213.t2	SSTP_0001166700	SSTP_0001166700.1
g1213	g1213.t3	SSTP_0001166700	SSTP_0001166700.1
g12130	g12130.t1	SSTP_0001221850	SSTP_0001221850.1
g12131	g12131.t1	SSTP_0001221900	SSTP_0001221900.1
g12132	g12132.t1	SSTP_0001222000	SSTP_0001222000.1
g12133	g12133.t1	SSTP_0001222100	SSTP_0001222100.1
g12133	g12133.t2	SSTP_0001222100	SSTP_0001222100.1
g12134	g12134.t1	SSTP_0001222200	SSTP_0001222200.1
g12135	g12135.t1	SSTP_0001222300	SSTP_0001222300.1
g12136	g12136.t1	SSTP_0001222400	SSTP_0001222400.1
g12137	g12137.t1	SSTP_0001222500	SSTP_0001222500.1
g12138	g12138.t1	SSTP_0001222600	SSTP_0001222600.1
g12139	g12139.t1	SSTP_0001222700	SSTP_0001222700.1
g1214	g1214.t1	SSTP_0001166800	SSTP_0001166800.1
g12140	g12140.t1	SSTP_0001222800	SSTP_0001222800.1
g12141	g12141.t1	SSTP_0001222900	SSTP_0001222900.1
g12142	g12142.t1	SSTP_0001223000	SSTP_0001223000.1
g12143	g12143.t1	SSTP_0001223100	SSTP_0001223100.1
g12143	g12143.t2	SSTP_0001223100	SSTP_0001223100.1
g12144	g12144.t1	SSTP_0001223200	SSTP_0001223200.1
g12145	g12145.t1	SSTP_0001223300	SSTP_0001223300.1
g12145	g12145.t2	SSTP_0001223300	SSTP_0001223300.1
g12146	g12146.t1	SSTP_0001223400	SSTP_0001223400.1
g12147	g12147.t1	SSTP_0001223500	SSTP_0001223500.1
g12148	g12148.t1	SSTP_0001223600	SSTP_0001223600.1
g12149	g12149.t1	SSTP_0001223700	SSTP_0001223700.1
g1215	g1215.t1	SSTP_0001167000	SSTP_0001167000.1
g1215	g1215.t2	SSTP_0001167000	SSTP_0001167000.1
g12150	g12150.t1	SSTP_0001223800	SSTP_0001223800.1
g12151	g12151.t1	SSTP_0001223900	SSTP_0001223900.1
g12152	g12152.t1	SSTP_0001224000	SSTP_0001224000.1
g12153	g12153.t1	SSTP_0001224100	SSTP_0001224100.1
g12154	g12154.t1	SSTP_0001224200	SSTP_0001224200.1
g12155	g12155.t1	SSTP_0001224300	SSTP_0001224300.1
g12155	g12155.t2	SSTP_0001224300	SSTP_0001224300.1
g12156	g12156.t1	SSTP_0001224400	SSTP_0001224400.1
g12157	g12157.t1	SSTP_0001224500	SSTP_0001224500.1
g12158	g12158.t1	SSTP_0001224600	SSTP_0001224600.1
g12159	g12159.t1	SSTP_0001224700	SSTP_0001224700.1
g1216	g1216.t1	SSTP_0001167100	SSTP_0001167100.1
g12160	g12160.t1	SSTP_0001224800	SSTP_0001224800.1
g12161	g12161.t1	SSTP_0001224900	SSTP_0001224900.1
g12162	g12162.t1	SSTP_0001225000	SSTP_0001225000.1
g12163	g12163.t1	SSTP_0001225100	SSTP_0001225100.1
g12164	g12164.t1	SSTP_0001225200	SSTP_0001225200.1
g12165	g12165.t1	SSTP_0001225200	SSTP_0001225200.1
g12166	g12166.t1	SSTP_0001225200	SSTP_0001225200.1
g12167	g12167.t1	SSTP_0001225300	SSTP_0001225300.1
g12168	g12168.t1	SSTP_0001225400	SSTP_0001225400.1
g12169	g12169.t1	SSTP_0001225500	SSTP_0001225500.1
g1217	g1217.t1	SSTP_0001167200	SSTP_0001167200.1
g12170	g12170.t1	SSTP_0001225700	SSTP_0001225700.1
g12170	g12170.t2	SSTP_0001225700	SSTP_0001225700.1
g12170	g12170.t3	SSTP_0001225700	SSTP_0001225700.1
g12170	g12170.t4	SSTP_0001225700	SSTP_0001225700.1
g12171	g12171.t1	SSTP_0001225900	SSTP_0001225900.1
g12172	g12172.t1	SSTP_0001226000	SSTP_0001226000.1
g12173	g12173.t1	SSTP_0001226100	SSTP_0001226100.1
g12174	g12174.t1	SSTP_0001226200	SSTP_0001226200.1
g12174	g12174.t2	SSTP_0001226200	SSTP_0001226200.1
g12175	g12175.t1	SSTP_0001226300	SSTP_0001226300.1
g12176	g12176.t1	SSTP_0001226400	SSTP_0001226400.1
g12176	g12176.t2	SSTP_0001226400	SSTP_0001226400.1
g12177	g12177.t1	SSTP_0001226500	SSTP_0001226500.1
g12177	g12177.t2	SSTP_0001226500	SSTP_0001226500.1
g12178	g12178.t1	SSTP_0001226600	SSTP_0001226600.1
g12179	g12179.t1	SSTP_0001226700	SSTP_0001226700.1
g1218	g1218.t1	SSTP_0001167300	SSTP_0001167300.1
g12180	g12180.t1	SSTP_0001226800	SSTP_0001226800.1
g12181	g12181.t1	SSTP_0001226800	SSTP_0001226800.1
g12182	g12182.t1	SSTP_0000665000	SSTP_0000665000.1
g12183	g12183.t1	SSTP_0000508600	SSTP_0000508600.1
g12184	g12184.t1	SSTP_0000508700	SSTP_0000508700.1
g12184	g12184.t2	SSTP_0000508700	SSTP_0000508700.1
g12184	g12184.t3	SSTP_0000508700	SSTP_0000508700.1
g12184	g12184.t4	SSTP_0000508700	SSTP_0000508700.1
g12185	g12185.t1	SSTP_0000508800	SSTP_0000508800.1
g12186	g12186.t1	SSTP_0001226800	SSTP_0001226800.1
g12187	g12187.t1	SSTP_0001226800	SSTP_0001226800.1
g12188	g12188.t1	SSTP_0000811600	SSTP_0000811600.1
g12189	g12189.t1	SSTP_0000811500	SSTP_0000811500.1
g1219	g1219.t1	SSTP_0001167400	SSTP_0001167400.1
g12190	g12190.t1	SSTP_0000811400	SSTP_0000811400.1
g12191	g12191.t1	SSTP_0000811300	SSTP_0000811300.1
g12192	g12192.t1	SSTP_0000811200	SSTP_0000811200.1
g12193	g12193.t1	SSTP_0000811100	SSTP_0000811100.1
g12194	g12194.t1	SSTP_0000811000	SSTP_0000811000.1
g12195	g12195.t1	SSTP_0000811000	SSTP_0000811000.1
g12196	g12196.t1	SSTP_0000810900	SSTP_0000810900.1
g12196	g12196.t2	SSTP_0000810900	SSTP_0000810900.1
g12197	g12197.t1	SSTP_0000810800	SSTP_0000810800.1
g12198	g12198.t1	SSTP_0000810700	SSTP_0000810700.1
g12199	g12199.t1	SSTP_0000810600	SSTP_0000810600.1
g122	g122.t1	SSTP_0000526500	SSTP_0000526500.1
g1220	g1220.t1	SSTP_0001167500	SSTP_0001167500.1
g12200	g12200.t1	SSTP_0000810500	SSTP_0000810500.1
g12201	g12201.t1	SSTP_0000810450	SSTP_0000810450.1
g12202	g12202.t1	SSTP_0000810300	SSTP_0000810300.1
g12203	g12203.t1	SSTP_0000810400	SSTP_0000810400.1
g12204	g12204.t1	SSTP_0000810200	SSTP_0000810200.1
g12204	g12204.t2	SSTP_0000810200	SSTP_0000810200.1
g12205	g12205.t1	SSTP_0000810100	SSTP_0000810100.1
g12206	g12206.t1	SSTP_0000810000	SSTP_0000810000.1
g12207	g12207.t1	SSTP_0000809900	SSTP_0000809900.1
g12208	g12208.t1	SSTP_0000809800	SSTP_0000809800.1
g12209	g12209.t1	SSTP_0000809700	SSTP_0000809700.1
g1221	g1221.t1	SSTP_0001167600	SSTP_0001167600.1
g12210	g12210.t1	SSTP_0000809600	SSTP_0000809600.1
g12211	g12211.t1	SSTP_0000809500	SSTP_0000809500.1
g12212	g12212.t1	SSTP_0000809400	SSTP_0000809400.1
g12213	g12213.t1	SSTP_0000809300	SSTP_0000809300.1
g12214	g12214.t1	SSTP_0000809200	SSTP_0000809200.1
g12215	g12215.t1	SSTP_0000809100	SSTP_0000809100.1
g12216	g12216.t1	SSTP_0000679300	SSTP_0000679300.1
g12217	g12217.t1	SSTP_0000247400	SSTP_0000247400.1
g12218	g12218.t1	SSTP_0000421024	SSTP_0000421024.1
g12219	g12219.t1	SSTP_0001284000	SSTP_0001284000.1
g1222	g1222.t1	SSTP_0001167700	SSTP_0001167700.1
g12220	g12220.t1	SSTP_0000509200	SSTP_0000509200.1
g12220	g12220.t2	SSTP_0000345400	SSTP_0000345400.1
g12221	g12221.t1	SSTP_0000345300	SSTP_0000345300.1
g12222	g12222.t1	SSTP_0001053600	SSTP_0001053600.1
g12223	g12223.t1	SSTP_0000509825	SSTP_0000509825.1
g12224	g12224.t1	SSTP_0000247500	SSTP_0000247500.1
g12225	g12225.t1	SSTP_0000509825	SSTP_0000509825.1
g12225	g12225.t2	SSTP_0001282600	SSTP_0001282600.1
g12226	g12226.t1	SSTP_0000509700	SSTP_0000509700.1
g12227	g12227.t1	SSTP_0000667500	SSTP_0000667500.1
g12228	g12228.t1	SSTP_0000943600	SSTP_0000943600.1
g12228	g12228.t2	SSTP_0000943600	SSTP_0000943600.1
g12229	g12229.t1	SSTP_0000974400	SSTP_0000974400.1
g12229	g12229.t2	SSTP_0000974400	SSTP_0000974400.1
g1223	g1223.t1	SSTP_0001167800	SSTP_0001167800.1
g12230	g12230.t1	SSTP_0000943600	SSTP_0000943600.1
g12230	g12230.t2	SSTP_0000943600	SSTP_0000943600.1
g12231	g12231.t1	SSTP_0000667500	SSTP_0000667500.1
g12232	g12232.t1	SSTP_0000458600	SSTP_0000458600.1
g12233	g12233.t1	SSTP_0000637700	SSTP_0000637700.1
g12234	g12234.t1	SSTP_0000454100	SSTP_0000454100.1
g12235	g12235.t1	SSTP_0000454200	SSTP_0000454200.1
g12236	g12236.t1	SSTP_0000454300	SSTP_0000454300.1
g12237	g12237.t1	SSTP_0000454600	SSTP_0000454600.1
g12238	g12238.t1	SSTP_0000454700	SSTP_0000454700.1
g12239	g12239.t1	SSTP_0000454800	SSTP_0000454800.1
g1224	g1224.t1	SSTP_0001167900	SSTP_0001167900.1
g1224	g1224.t2	SSTP_0001167900	SSTP_0001167900.1
g12240	g12240.t1	SSTP_0000454900	SSTP_0000454900.1
g12241	g12241.t1	SSTP_0000455000	SSTP_0000455000.1
g12242	g12242.t1	SSTP_0000643000	SSTP_0000643000.1
g12243	g12243.t1	SSTP_0001269800	SSTP_0001269800.1
g12244	g12244.t1	SSTP_0001269800	SSTP_0001269800.1
g12245	g12245.t1	SSTP_0000487800	SSTP_0000487800.1
g12245	g12245.t2	SSTP_0000487800	SSTP_0000487800.1
g12246	g12246.t1	SSTP_0001038200	SSTP_0001038200.1
g12247	g12247.t1	SSTP_0001226800	SSTP_0001226800.1
g12248	g12248.t1	SSTP_0001226800	SSTP_0001226800.1
g12249	g12249.t1	SSTP_0001039100	SSTP_0001039100.1
g1225	g1225.t1	SSTP_0001168000	SSTP_0001168000.1
g12250	g12250.t1	SSTP_0000639800	SSTP_0000639800.1
g12251	g12251.t1	SSTP_0001226800	SSTP_0001226800.1
g12252	g12252.t1	SSTP_0001226800	SSTP_0001226800.1
g12253	g12253.t1	SSTP_0000827625	SSTP_0000827625.1
g12254	g12254.t1	SSTP_0001038200	SSTP_0001038200.1
g12255	g12255.t1	SSTP_0000843500	SSTP_0000843500.1
g12256	g12256.t1	SSTP_0000843400	SSTP_0000843400.1
g12257	g12257.t1	SSTP_0000843300	SSTP_0000843300.1
g12258	g12258.t1	SSTP_0000843200	SSTP_0000843200.1
g12259	g12259.t1	SSTP_0000845400	SSTP_0000845400.1
g1226	g1226.t1	SSTP_0001168100	SSTP_0001168100.1
g12260	g12260.t1	SSTP_0000842900	SSTP_0000842900.1
g12261	g12261.t1	SSTP_0000842700	SSTP_0000842700.1
g12262	g12262.t1		
g12263	g12263.t1		
g12264	g12264.t1		
g12265	g12265.t1	SSTP_0001280900	SSTP_0001280900.1
g12266	g12266.t1	SSTP_0000067600	SSTP_0000067600.1
g12267	g12267.t1	SSTP_0000946400	SSTP_0000946400.1
g12268	g12268.t1	SSTP_0000946400	SSTP_0000946400.1
g12269	g12269.t1	SSTP_0000946500	SSTP_0000946500.1
g1227	g1227.t1	SSTP_0001168200	SSTP_0001168200.1
g1227	g1227.t2	SSTP_0001168200	SSTP_0001168200.1
g12270	g12270.t1	SSTP_0000946600	SSTP_0000946600.1
g12271	g12271.t1	SSTP_0000946700	SSTP_0000946700.1
g12272	g12272.t1	SSTP_0000946800	SSTP_0000946800.1
g12273	g12273.t1	SSTP_0000946900	SSTP_0000946900.1
g12274	g12274.t1	SSTP_0000947000	SSTP_0000947000.1
g12275	g12275.t1	SSTP_0000947100	SSTP_0000947100.1
g12276	g12276.t1	SSTP_0000947200	SSTP_0000947200.1
g12277	g12277.t1	SSTP_0000947300	SSTP_0000947300.1
g12278	g12278.t1	SSTP_0000947400	SSTP_0000947400.1
g12279	g12279.t1		
g1228	g1228.t1	SSTP_0001168300	SSTP_0001168300.1
g12280	g12280.t1		
g12281	g12281.t1		
g12282	g12282.t1		
g12283	g12283.t1	SSTP_0000074464	SSTP_0000074464.1
g12284	g12284.t1	SSTP_0000074488	SSTP_0000074488.1
g12285	g12285.t1	SSTP_0000074500	SSTP_0000074500.1
g12286	g12286.t1	SSTP_0000074550	SSTP_0000074550.1
