Sster_gene	Sster_mRNA	Sster_transcript	SSTP_gene	SSTP_transcript
XLOC_001899	TCONS_00001995	TCONS_00001995.p1	SSTP_0000296100	SSTP_0000296100.1
XLOC_001900	TCONS_00001996	TCONS_00001996.p1	SSTP_0000296200	SSTP_0000296200.1
XLOC_001900	TCONS_00001997	TCONS_00001997.p1	SSTP_0000296300	SSTP_0000296300.1
XLOC_001900	TCONS_00004455	TCONS_00004455.p1	SSTP_0000296300	SSTP_0000296300.1
XLOC_001901	TCONS_00001998	TCONS_00001998.p1	SSTP_0000296500	SSTP_0000296500.1
XLOC_001902	TCONS_00001999	TCONS_00001999.p1	SSTP_0000296700	SSTP_0000296700.1
XLOC_001903	TCONS_00002000	TCONS_00002000.p1	SSTP_0000296800	SSTP_0000296800.1
XLOC_001904	TCONS_00002001	TCONS_00002001.p1	SSTP_0000297000	SSTP_0000297000.1
XLOC_001904	TCONS_00004456	TCONS_00004456.p1	SSTP_0000297000	SSTP_0000297000.1
XLOC_001905	TCONS_00002002	TCONS_00002002.p1	SSTP_0000297100	SSTP_0000297100.1
XLOC_001907	TCONS_00002004	TCONS_00002004.p1	SSTP_0000293200	SSTP_0000293200.1
XLOC_001907	TCONS_00002005	TCONS_00002005.p1	SSTP_0000297700	SSTP_0000297700.1
XLOC_001907	TCONS_00004458	TCONS_00004458.p1	SSTP_0000293200	SSTP_0000293200.1
XLOC_001908	TCONS_00002006	TCONS_00002006.p1	SSTP_0000297900	SSTP_0000297900.1
XLOC_001909	TCONS_00002007	TCONS_00002007.p1	SSTP_0000298200	SSTP_0000298200.1
XLOC_001910	TCONS_00002008	TCONS_00002008.p1	SSTP_0000298300	SSTP_0000298300.1
XLOC_001911	TCONS_00002009	TCONS_00002009.p1	SSTP_0000298700	SSTP_0000298700.1
XLOC_001912	TCONS_00002010	TCONS_00002010.p1	SSTP_0001139300	SSTP_0001139300.1
XLOC_001912	TCONS_00004459	TCONS_00004459.p1	SSTP_0001139300	SSTP_0001139300.1
XLOC_001912	TCONS_00004459	TCONS_00004459.p2	SSTP_0001139300	SSTP_0001139300.1
XLOC_001913	TCONS_00002011	TCONS_00002011.p1	SSTP_0000299200	SSTP_0000299200.1
XLOC_001914	TCONS_00002012	TCONS_00002012.p1	SSTP_0000299500	SSTP_0000299500.1
XLOC_001914	TCONS_00002013	TCONS_00002013.p1	SSTP_0000299600	SSTP_0000299600.1
XLOC_001914	TCONS_00002014	TCONS_00002014.p1	SSTP_0000299700	SSTP_0000299700.1
XLOC_001914	TCONS_00002015	TCONS_00002015.p1	SSTP_0000299800	SSTP_0000299800.1
XLOC_001914	TCONS_00004460	TCONS_00004460.p1	SSTP_0000299800	SSTP_0000299800.1
XLOC_001915	TCONS_00002016	TCONS_00002016.p1	SSTP_0000300000	SSTP_0000300000.1
XLOC_001915	TCONS_00004461	TCONS_00004461.p1	SSTP_0000300000	SSTP_0000300000.1
XLOC_001916	TCONS_00002017	TCONS_00002017.p1	SSTP_0000300100	SSTP_0000300100.1
XLOC_001917	TCONS_00002018	TCONS_00002018.p1	SSTP_0000300300	SSTP_0000300300.1
XLOC_001921	TCONS_00002019	TCONS_00002019.p1	SSTP_0000447500	SSTP_0000447500.1
XLOC_001922	TCONS_00002020	TCONS_00002020.p1	SSTP_0000447700	SSTP_0000447700.1
XLOC_001923	TCONS_00002021	TCONS_00002021.p1	SSTP_0000447900	SSTP_0000447900.1
XLOC_001923	TCONS_00002022	TCONS_00002022.p1	SSTP_0000448000	SSTP_0000448000.1
XLOC_001923	TCONS_00004465	TCONS_00004465.p1	SSTP_0000447900	SSTP_0000447900.1
XLOC_001924	TCONS_00002023	TCONS_00002023.p1	SSTP_0000448100	SSTP_0000448100.1
XLOC_001924	TCONS_00004466	TCONS_00004466.p1	SSTP_0000448100	SSTP_0000448100.1
XLOC_001925	TCONS_00002024	TCONS_00002024.p1	SSTP_0000448500	SSTP_0000448500.1
XLOC_001926	TCONS_00002025	TCONS_00002025.p1	SSTP_0000448600	SSTP_0000448600.1
XLOC_001926	TCONS_00002026	TCONS_00002026.p1	SSTP_0000448700	SSTP_0000448700.1
XLOC_001926	TCONS_00004467	TCONS_00004467.p1	SSTP_0000448700	SSTP_0000448700.1
XLOC_001927	TCONS_00002027	TCONS_00002027.p1	SSTP_0001081800	SSTP_0001081800.1
XLOC_001928	TCONS_00002028	TCONS_00002028.p1	SSTP_0001082000	SSTP_0001082000.1
XLOC_001929	TCONS_00002029	TCONS_00002029.p1	SSTP_0001082100	SSTP_0001082100.1
XLOC_001930	TCONS_00002030	TCONS_00002030.p1	SSTP_0001082500	SSTP_0001082500.1
XLOC_001931	TCONS_00002031	TCONS_00002031.p1	SSTP_0001082600	SSTP_0001082600.1
XLOC_001932	TCONS_00002032	TCONS_00002032.p1	SSTP_0001083200	SSTP_0001083200.1
XLOC_001932	TCONS_00002033	TCONS_00002033.p1	SSTP_0001083300	SSTP_0001083300.1
XLOC_001932	TCONS_00004468	TCONS_00004468.p1	SSTP_0001083200	SSTP_0001083200.1
XLOC_001933	TCONS_00002034	TCONS_00002034.p1	SSTP_0001083400	SSTP_0001083400.1
XLOC_001934	TCONS_00002035	TCONS_00002035.p1	SSTP_0001083600	SSTP_0001083600.1
XLOC_001934	TCONS_00004469	TCONS_00004469.p1	SSTP_0001083600	SSTP_0001083600.1
XLOC_001935	TCONS_00002036	TCONS_00002036.p1	SSTP_0001083700	SSTP_0001083700.1
XLOC_001936	TCONS_00002037	TCONS_00002037.p1	SSTP_0001083800	SSTP_0001083800.1
XLOC_001937	TCONS_00002038	TCONS_00002038.p1	SSTP_0001084000	SSTP_0001084000.1
XLOC_001938	TCONS_00002039	TCONS_00002039.p1	SSTP_0001084200	SSTP_0001084200.1
XLOC_001939	TCONS_00002040	TCONS_00002040.p1	SSTP_0001084400	SSTP_0001084400.1
XLOC_001940	TCONS_00002041	TCONS_00002041.p1	SSTP_0001084500	SSTP_0001084500.1
XLOC_001940	TCONS_00004470	TCONS_00004470.p1	SSTP_0001084500	SSTP_0001084500.1
XLOC_001941	TCONS_00002042	TCONS_00002042.p1	SSTP_0001084600	SSTP_0001084600.1
XLOC_001942	TCONS_00002043	TCONS_00002043.p1	SSTP_0001084700	SSTP_0001084700.1
XLOC_001943	TCONS_00002044	TCONS_00002044.p1	SSTP_0001084900	SSTP_0001084900.1
XLOC_001944	TCONS_00002045	TCONS_00002045.p1	SSTP_0001085300	SSTP_0001085300.1
XLOC_001945	TCONS_00002046	TCONS_00002046.p1	SSTP_0001085800	SSTP_0001085800.1
XLOC_001946	TCONS_00002047	TCONS_00002047.p1	SSTP_0001085900	SSTP_0001085900.1
XLOC_001947	TCONS_00002048	TCONS_00002048.p1	SSTP_0001086200	SSTP_0001086200.1
XLOC_001948	TCONS_00002049	TCONS_00002049.p1	SSTP_0000449000	SSTP_0000449000.1
XLOC_001951	TCONS_00002050	TCONS_00002050.p1	SSTP_0001257300	SSTP_0001257300.1
XLOC_001952	TCONS_00002051	TCONS_00002051.p1	SSTP_0001257400	SSTP_0001257400.1
XLOC_001952	TCONS_00004473	TCONS_00004473.p1	SSTP_0001257400	SSTP_0001257400.1
XLOC_001953	TCONS_00002052	TCONS_00002052.p1	SSTP_0001257500	SSTP_0001257500.1
XLOC_001954	TCONS_00002053	TCONS_00002053.p1	SSTP_0001257900	SSTP_0001257900.1
XLOC_001955	TCONS_00002054	TCONS_00002054.p1	SSTP_0001258100	SSTP_0001258100.1
XLOC_001956	TCONS_00002055	TCONS_00002055.p1	SSTP_0001258600	SSTP_0001258600.1
XLOC_001957	TCONS_00002056	TCONS_00002056.p1	SSTP_0001258800	SSTP_0001258800.1
XLOC_001958	TCONS_00002057	TCONS_00002057.p1	SSTP_0001258900	SSTP_0001258900.1
XLOC_001959	TCONS_00002058	TCONS_00002058.p1	SSTP_0001259000	SSTP_0001259000.1
XLOC_001960	TCONS_00002059	TCONS_00002059.p1	SSTP_0001259400	SSTP_0001259400.1
XLOC_001961	TCONS_00004475	TCONS_00004475.p1	SSTP_0001259600	SSTP_0001259600.1
XLOC_001962	TCONS_00002060	TCONS_00002060.p1	SSTP_0001259800	SSTP_0001259800.1
XLOC_001963	TCONS_00002061	TCONS_00002061.p1	SSTP_0001260000	SSTP_0001260000.1
XLOC_001964	TCONS_00002062	TCONS_00002062.p1	SSTP_0001260100	SSTP_0001260100.1
XLOC_001965	TCONS_00002063	TCONS_00002063.p1	SSTP_0001260600	SSTP_0001260600.1
XLOC_001965	TCONS_00004476	TCONS_00004476.p1	SSTP_0001260600	SSTP_0001260600.1
XLOC_001966	TCONS_00002064	TCONS_00002064.p1	SSTP_0001260900	SSTP_0001260900.1
XLOC_001968	TCONS_00002065	TCONS_00002065.p1	SSTP_0001261500	SSTP_0001261500.1
XLOC_001968	TCONS_00002066	TCONS_00002066.p1	SSTP_0001261600	SSTP_0001261600.1
XLOC_001968	TCONS_00004478	TCONS_00004478.p1	SSTP_0001261600	SSTP_0001261600.1
XLOC_001969	TCONS_00002067	TCONS_00002067.p1	SSTP_0001261800	SSTP_0001261800.1
XLOC_001970	TCONS_00002068	TCONS_00002068.p1	SSTP_0001261900	SSTP_0001261900.1
XLOC_001971	TCONS_00002069	TCONS_00002069.p1	SSTP_0001262200	SSTP_0001262200.1
XLOC_001971	TCONS_00004479	TCONS_00004479.p1	SSTP_0001262200	SSTP_0001262200.1
XLOC_001972	TCONS_00002070	TCONS_00002070.p1	SSTP_0000830100	SSTP_0000830100.1
XLOC_001973	TCONS_00002071	TCONS_00002071.p1	SSTP_0001262400	SSTP_0001262400.1
XLOC_001974	TCONS_00002072	TCONS_00002072.p1	SSTP_0001262600	SSTP_0001262600.1
XLOC_001974	TCONS_00004480	TCONS_00004480.p1	SSTP_0001262600	SSTP_0001262600.1
XLOC_001974	TCONS_00004481	TCONS_00004481.p1	SSTP_0001262700	SSTP_0001262700.1
XLOC_001975	TCONS_00002073	TCONS_00002073.p1	SSTP_0001262800	SSTP_0001262800.1
XLOC_001975	TCONS_00002074	TCONS_00002074.p1	SSTP_0001262900	SSTP_0001262900.1
XLOC_001975	TCONS_00004482	TCONS_00004482.p1	SSTP_0001262900	SSTP_0001262900.1
XLOC_001976	TCONS_00002075	TCONS_00002075.p1	SSTP_0001263000	SSTP_0001263000.1
XLOC_001977	TCONS_00002076	TCONS_00002076.p1	SSTP_0001263200	SSTP_0001263200.1
XLOC_001978	TCONS_00002077	TCONS_00002077.p1	SSTP_0001263500	SSTP_0001263500.1
XLOC_001979	TCONS_00002078	TCONS_00002078.p1	SSTP_0001263600	SSTP_0001263600.1
XLOC_001980	TCONS_00002079	TCONS_00002079.p1	SSTP_0001263800	SSTP_0001263800.1
XLOC_001981	TCONS_00002080	TCONS_00002080.p1	SSTP_0001263900	SSTP_0001263900.1
XLOC_001982	TCONS_00002081	TCONS_00002081.p1	SSTP_0001264000	SSTP_0001264000.1
XLOC_001982	TCONS_00004483	TCONS_00004483.p1	SSTP_0001264000	SSTP_0001264000.1
XLOC_001983	TCONS_00002082	TCONS_00002082.p1	SSTP_0001264200	SSTP_0001264200.1
XLOC_001984	TCONS_00002083	TCONS_00002083.p1	SSTP_0001264600	SSTP_0001264600.1
XLOC_001985	TCONS_00002084	TCONS_00002084.p1	SSTP_0001264700	SSTP_0001264700.1
XLOC_001986	TCONS_00002085	TCONS_00002085.p1	SSTP_0001264800	SSTP_0001264800.1
XLOC_001987	TCONS_00002086	TCONS_00002086.p1	SSTP_0001264900	SSTP_0001264900.1
XLOC_001988	TCONS_00002087	TCONS_00002087.p1	SSTP_0001265000	SSTP_0001265000.1
XLOC_001989	TCONS_00002088	TCONS_00002088.p1	SSTP_0001265400	SSTP_0001265400.1
XLOC_001991	TCONS_00002090	TCONS_00002090.p1	SSTP_0001265800	SSTP_0001265800.1
XLOC_001992	TCONS_00002091	TCONS_00002091.p1	SSTP_0001266000	SSTP_0001266000.1
XLOC_001992	TCONS_00004485	TCONS_00004485.p1	SSTP_0001266000	SSTP_0001266000.1
XLOC_001993	TCONS_00002092	TCONS_00002092.p1	SSTP_0001266100	SSTP_0001266100.1
XLOC_001993	TCONS_00004486	TCONS_00004486.p1	SSTP_0001266100	SSTP_0001266100.1
XLOC_001994	TCONS_00002093	TCONS_00002093.p1	SSTP_0001266700	SSTP_0001266700.1
XLOC_001994	TCONS_00004487	TCONS_00004487.p1	SSTP_0001266700	SSTP_0001266700.1
XLOC_001995	TCONS_00002094	TCONS_00002094.p1	SSTP_0001267100	SSTP_0001267100.1
XLOC_001996	TCONS_00002095	TCONS_00002095.p1	SSTP_0001267400	SSTP_0001267400.1
XLOC_001997	TCONS_00002096	TCONS_00002096.p1	SSTP_0001267600	SSTP_0001267600.1
XLOC_001998	TCONS_00002097	TCONS_00002097.p1	SSTP_0001267700	SSTP_0001267700.1
XLOC_001999	TCONS_00002098	TCONS_00002098.p1	SSTP_0001267800	SSTP_0001267800.1
XLOC_001999	TCONS_00002099	TCONS_00002099.p1	SSTP_0001268100	SSTP_0001268100.1
XLOC_001999	TCONS_00002100	TCONS_00002100.p1	SSTP_0001288000	SSTP_0001288000.1
XLOC_001999	TCONS_00004488	TCONS_00004488.p1	SSTP_0001267800	SSTP_0001267800.1
XLOC_002000	TCONS_00002101	TCONS_00002101.p1	SSTP_0001268500	SSTP_0001268500.1
XLOC_002000	TCONS_00002102	TCONS_00002102.p1	SSTP_0001268600	SSTP_0001268600.1
XLOC_002000	TCONS_00004489	TCONS_00004489.p1	SSTP_0001268500	SSTP_0001268500.1
XLOC_002001	TCONS_00002103	TCONS_00002103.p1	SSTP_0001268700	SSTP_0001268700.1
XLOC_002002	TCONS_00002104	TCONS_00002104.p1	SSTP_0001268900	SSTP_0001268900.1
XLOC_002003	TCONS_00002105	TCONS_00002105.p1	SSTP_0001269000	SSTP_0001269000.1
XLOC_002005	TCONS_00002106	TCONS_00002106.p1	SSTP_0001269300	SSTP_0001269300.1
XLOC_002007	TCONS_00002107	TCONS_00002107.p1	SSTP_0001070900	SSTP_0001070900.1
XLOC_002007	TCONS_00004492	TCONS_00004492.p1	SSTP_0001070900	SSTP_0001070900.1
XLOC_002008	TCONS_00002108	TCONS_00002108.p1	SSTP_0001070800	SSTP_0001070800.1
XLOC_002009	TCONS_00002109	TCONS_00002109.p1	SSTP_0001070600	SSTP_0001070600.1
XLOC_002009	TCONS_00002110	TCONS_00002110.p1	SSTP_0001070500	SSTP_0001070500.1
XLOC_002009	TCONS_00004493	TCONS_00004493.p1	SSTP_0001070500	SSTP_0001070500.1
XLOC_002010	TCONS_00002111	TCONS_00002111.p1	SSTP_0001070400	SSTP_0001070400.1
XLOC_002011	TCONS_00002112	TCONS_00002112.p1		
XLOC_002011	TCONS_00004494	TCONS_00004494.p1		
XLOC_002012	TCONS_00002113	TCONS_00002113.p1	SSTP_0001069800	SSTP_0001069800.1
XLOC_002013	TCONS_00002114	TCONS_00002114.p1	SSTP_0001069700	SSTP_0001069700.1
XLOC_002014	TCONS_00002115	TCONS_00002115.p1	SSTP_0001069300	SSTP_0001069300.1
XLOC_002015	TCONS_00002116	TCONS_00002116.p1	SSTP_0001069200	SSTP_0001069200.1
XLOC_002016	TCONS_00002117	TCONS_00002117.p1	SSTP_0001069000	SSTP_0001069000.1
XLOC_002017	TCONS_00002118	TCONS_00002118.p1	SSTP_0001068700	SSTP_0001068700.1
XLOC_002018	TCONS_00002119	TCONS_00002119.p1	SSTP_0001068400	SSTP_0001068400.1
XLOC_002018	TCONS_00004495	TCONS_00004495.p1	SSTP_0001068400	SSTP_0001068400.1
XLOC_002019	TCONS_00002120	TCONS_00002120.p1	SSTP_0001068300	SSTP_0001068300.1
XLOC_002020	TCONS_00002121	TCONS_00002121.p1	SSTP_0001068100	SSTP_0001068100.1
XLOC_002021	TCONS_00002122	TCONS_00002122.p1	SSTP_0001068000	SSTP_0001068000.1
XLOC_002022	TCONS_00002123	TCONS_00002123.p1	SSTP_0001067900	SSTP_0001067900.1
XLOC_002023	TCONS_00002124	TCONS_00002124.p1	SSTP_0001067800	SSTP_0001067800.1
XLOC_002024	TCONS_00002125	TCONS_00002125.p1	SSTP_0001067700	SSTP_0001067700.1
XLOC_002025	TCONS_00002126	TCONS_00002126.p1	SSTP_0001067100	SSTP_0001067100.1
XLOC_002026	TCONS_00002127	TCONS_00002127.p1	SSTP_0001067000	SSTP_0001067000.1
XLOC_002026	TCONS_00004496	TCONS_00004496.p1	SSTP_0001067000	SSTP_0001067000.1
XLOC_002027	TCONS_00002129	TCONS_00002129.p1	SSTP_0001066900	SSTP_0001066900.1
XLOC_002028	TCONS_00002130	TCONS_00002130.p1	SSTP_0001066600	SSTP_0001066600.1
XLOC_002029	TCONS_00002131	TCONS_00002131.p1	SSTP_0001066300	SSTP_0001066300.1
XLOC_002030	TCONS_00002132	TCONS_00002132.p1	SSTP_0001066200	SSTP_0001066200.1
XLOC_002031	TCONS_00002133	TCONS_00002133.p1	SSTP_0001066100	SSTP_0001066100.1
XLOC_002032	TCONS_00002134	TCONS_00002134.p1	SSTP_0001065900	SSTP_0001065900.1
XLOC_002033	TCONS_00002135	TCONS_00002135.p1	SSTP_0001065500	SSTP_0001065500.1
XLOC_002034	TCONS_00002136	TCONS_00002136.p1	SSTP_0001065400	SSTP_0001065400.1
XLOC_002034	TCONS_00002137	TCONS_00002137.p1	SSTP_0001065300	SSTP_0001065300.1
XLOC_002034	TCONS_00002138	TCONS_00002138.p1	SSTP_0001065100	SSTP_0001065100.1
XLOC_002034	TCONS_00004497	TCONS_00004497.p1	SSTP_0001065000	SSTP_0001065000.1
XLOC_002035	TCONS_00002139	TCONS_00002139.p1	SSTP_0001064900	SSTP_0001064900.1
XLOC_002036	TCONS_00002140	TCONS_00002140.p1	SSTP_0001064800	SSTP_0001064800.1
XLOC_002036	TCONS_00004498	TCONS_00004498.p1	SSTP_0001064800	SSTP_0001064800.1
XLOC_002037	TCONS_00002141	TCONS_00002141.p1	SSTP_0001064700	SSTP_0001064700.1
XLOC_002038	TCONS_00002142	TCONS_00002142.p1	SSTP_0001064600	SSTP_0001064600.1
XLOC_002039	TCONS_00002143	TCONS_00002143.p1	SSTP_0001064400	SSTP_0001064400.1
XLOC_002040	TCONS_00002144	TCONS_00002144.p1	SSTP_0001064000	SSTP_0001064000.1
XLOC_002041	TCONS_00002145	TCONS_00002145.p1	SSTP_0001063800	SSTP_0001063800.1
XLOC_002041	TCONS_00004499	TCONS_00004499.p1	SSTP_0001063800	SSTP_0001063800.1
XLOC_002042	TCONS_00002146	TCONS_00002146.p1	SSTP_0001063700	SSTP_0001063700.1
XLOC_002042	TCONS_00002147	TCONS_00002147.p1	SSTP_0001063600	SSTP_0001063600.1
XLOC_002042	TCONS_00004500	TCONS_00004500.p1	SSTP_0001063700	SSTP_0001063700.1
XLOC_002043	TCONS_00002148	TCONS_00002148.p1	SSTP_0001063500	SSTP_0001063500.1
XLOC_002044	TCONS_00002149	TCONS_00002149.p1	SSTP_0001063400	SSTP_0001063400.1
XLOC_002045	TCONS_00002150	TCONS_00002150.p1	SSTP_0001063200	SSTP_0001063200.1
XLOC_002046	TCONS_00002151	TCONS_00002151.p1	SSTP_0001063100	SSTP_0001063100.1
XLOC_002046	TCONS_00002152	TCONS_00002152.p1	SSTP_0001063000	SSTP_0001063000.1
XLOC_002046	TCONS_00004501	TCONS_00004501.p1	SSTP_0001063000	SSTP_0001063000.1
XLOC_002047	TCONS_00002153	TCONS_00002153.p1	SSTP_0001062800	SSTP_0001062800.1
XLOC_002048	TCONS_00002154	TCONS_00002154.p1	SSTP_0001062600	SSTP_0001062600.1
XLOC_002049	TCONS_00002155	TCONS_00002155.p1	SSTP_0001062200	SSTP_0001062200.1
XLOC_002050	TCONS_00002156	TCONS_00002156.p1	SSTP_0001062000	SSTP_0001062000.1
XLOC_002050	TCONS_00002157	TCONS_00002157.p1	SSTP_0001061900	SSTP_0001061900.1
XLOC_002050	TCONS_00004502	TCONS_00004502.p1	SSTP_0001061900	SSTP_0001061900.1
XLOC_002051	TCONS_00002158	TCONS_00002158.p1	SSTP_0001077600	SSTP_0001077600.1
XLOC_002051	TCONS_00002159	TCONS_00002159.p1	SSTP_0001077700	SSTP_0001077700.1
XLOC_002051	TCONS_00004503	TCONS_00004503.p1	SSTP_0001077700	SSTP_0001077700.1
XLOC_002052	TCONS_00002160	TCONS_00002160.p1	SSTP_0001078300	SSTP_0001078300.1
XLOC_002053	TCONS_00002161	TCONS_00002161.p1	SSTP_0001078500	SSTP_0001078500.1
XLOC_002054	TCONS_00002162	TCONS_00002162.p1	SSTP_0001078600	SSTP_0001078600.1
XLOC_002055	TCONS_00004504	TCONS_00004504.p1	SSTP_0001078700	SSTP_0001078700.1
XLOC_002056	TCONS_00002163	TCONS_00002163.p1	SSTP_0001079000	SSTP_0001079000.1
XLOC_002057	TCONS_00002164	TCONS_00002164.p1	SSTP_0001079300	SSTP_0001079300.1
XLOC_002058	TCONS_00002165	TCONS_00002165.p1	SSTP_0001079500	SSTP_0001079500.1
XLOC_002058	TCONS_00004505	TCONS_00004505.p1	SSTP_0001079500	SSTP_0001079500.1
XLOC_002059	TCONS_00002166	TCONS_00002166.p1	SSTP_0001079800	SSTP_0001079800.1
XLOC_002059	TCONS_00002167	TCONS_00002167.p1	SSTP_0001079900	SSTP_0001079900.1
XLOC_002059	TCONS_00002168	TCONS_00002168.p1	SSTP_0001080000	SSTP_0001080000.1
XLOC_002059	TCONS_00002169	TCONS_00002169.p1	SSTP_0001080200	SSTP_0001080200.1
XLOC_002059	TCONS_00004506	TCONS_00004506.p1	SSTP_0001080200	SSTP_0001080200.1
XLOC_002060	TCONS_00002170	TCONS_00002170.p1	SSTP_0001080300	SSTP_0001080300.1
XLOC_002061	TCONS_00002171	TCONS_00002171.p1	SSTP_0001080400	SSTP_0001080400.1
XLOC_002062	TCONS_00002172	TCONS_00002172.p1	SSTP_0001080900	SSTP_0001080900.1
XLOC_002063	TCONS_00002173	TCONS_00002173.p1	SSTP_0001081200	SSTP_0001081200.1
XLOC_002064	TCONS_00002174	TCONS_00002174.p1	SSTP_0000320800	SSTP_0000320800.1
XLOC_002064	TCONS_00004507	TCONS_00004507.p1	SSTP_0000320800	SSTP_0000320800.1
XLOC_002065	TCONS_00004508	TCONS_00004508.p1	SSTP_0000421500	SSTP_0000421500.1
XLOC_002066	TCONS_00002175	TCONS_00002175.p1	SSTP_0000304300	SSTP_0000304300.1
XLOC_002067	TCONS_00002176	TCONS_00002176.p1	SSTP_0000304500	SSTP_0000304500.1
XLOC_002068	TCONS_00002177	TCONS_00002177.p1	SSTP_0000304600	SSTP_0000304600.1
XLOC_002069	TCONS_00002178	TCONS_00002178.p1	SSTP_0000304700	SSTP_0000304700.1
XLOC_002070	TCONS_00002179	TCONS_00002179.p1	SSTP_0000304900	SSTP_0000304900.1
XLOC_002070	TCONS_00004509	TCONS_00004509.p1	SSTP_0000304900	SSTP_0000304900.1
XLOC_002071	TCONS_00002180	TCONS_00002180.p1	SSTP_0000305000	SSTP_0000305000.1
XLOC_002072	TCONS_00002181	TCONS_00002181.p1	SSTP_0000305200	SSTP_0000305200.1
XLOC_002072	TCONS_00004510	TCONS_00004510.p1	SSTP_0000305200	SSTP_0000305200.1
XLOC_002073	TCONS_00002182	TCONS_00002182.p1	SSTP_0000305300	SSTP_0000305300.1
XLOC_002074	TCONS_00002183	TCONS_00002183.p1	SSTP_0000305400	SSTP_0000305400.1
XLOC_002075	TCONS_00002184	TCONS_00002184.p1	SSTP_0000305500	SSTP_0000305500.1
XLOC_002075	TCONS_00004511	TCONS_00004511.p1	SSTP_0000305500	SSTP_0000305500.1
XLOC_002076	TCONS_00002185	TCONS_00002185.p1	SSTP_0000306000	SSTP_0000306000.1
XLOC_002076	TCONS_00002186	TCONS_00002186.p1	SSTP_0000306100	SSTP_0000306100.1
XLOC_002076	TCONS_00004512	TCONS_00004512.p1	SSTP_0000306000	SSTP_0000306000.1
XLOC_002077	TCONS_00002187	TCONS_00002187.p1	SSTP_0000306300	SSTP_0000306300.1
XLOC_002078	TCONS_00002188	TCONS_00002188.p1	SSTP_0000306600	SSTP_0000306600.1
XLOC_002078	TCONS_00002189	TCONS_00002189.p1	SSTP_0000306700	SSTP_0000306700.1
XLOC_002078	TCONS_00002190	TCONS_00002190.p1	SSTP_0000306800	SSTP_0000306800.1
XLOC_002078	TCONS_00002191	TCONS_00002191.p1	SSTP_0000306900	SSTP_0000306900.1
XLOC_002078	TCONS_00004513	TCONS_00004513.p1	SSTP_0000306700	SSTP_0000306700.1
XLOC_002079	TCONS_00002192	TCONS_00002192.p1	SSTP_0000307100	SSTP_0000307100.1
XLOC_002079	TCONS_00002193	TCONS_00002193.p1	SSTP_0000307200	SSTP_0000307200.1
XLOC_002079	TCONS_00004514	TCONS_00004514.p1	SSTP_0000307100	SSTP_0000307100.1
XLOC_002080	TCONS_00002194	TCONS_00002194.p1	SSTP_0000307300	SSTP_0000307300.1
XLOC_002081	TCONS_00002195	TCONS_00002195.p1	SSTP_0000307400	SSTP_0000307400.1
XLOC_002082	TCONS_00002196	TCONS_00002196.p1	SSTP_0000307500	SSTP_0000307500.1
XLOC_002083	TCONS_00002197	TCONS_00002197.p1	SSTP_0000307700	SSTP_0000307700.1
XLOC_002083	TCONS_00002198	TCONS_00002198.p1	SSTP_0000307800	SSTP_0000307800.1
XLOC_002083	TCONS_00002199	TCONS_00002199.p1	SSTP_0000307900	SSTP_0000307900.1
XLOC_002083	TCONS_00004515	TCONS_00004515.p1	SSTP_0000307700	SSTP_0000307700.1
XLOC_002084	TCONS_00002200	TCONS_00002200.p1	SSTP_0000308000	SSTP_0000308000.1
XLOC_002085	TCONS_00002201	TCONS_00002201.p1	SSTP_0000308200	SSTP_0000308200.1
XLOC_002085	TCONS_00002202	TCONS_00002202.p1	SSTP_0000308300	SSTP_0000308300.1
XLOC_002085	TCONS_00004516	TCONS_00004516.p1	SSTP_0000308300	SSTP_0000308300.1
XLOC_002086	TCONS_00002203	TCONS_00002203.p1	SSTP_0000308700	SSTP_0000308700.1
XLOC_002086	TCONS_00004517	TCONS_00004517.p1	SSTP_0000308700	SSTP_0000308700.1
XLOC_002087	TCONS_00002204	TCONS_00002204.p1	SSTP_0000309000	SSTP_0000309000.1
XLOC_002087	TCONS_00004518	TCONS_00004518.p1	SSTP_0000309000	SSTP_0000309000.1
XLOC_002089	TCONS_00002206	TCONS_00002206.p1	SSTP_0000309500	SSTP_0000309500.1
XLOC_002089	TCONS_00004519	TCONS_00004519.p1	SSTP_0000309500	SSTP_0000309500.1
XLOC_002090	TCONS_00002207	TCONS_00002207.p1	SSTP_0000310100	SSTP_0000310100.1
XLOC_002091	TCONS_00002208	TCONS_00002208.p1	SSTP_0001286900	SSTP_0001286900.1
XLOC_002091	TCONS_00002209	TCONS_00002209.p1	SSTP_0001287000	SSTP_0001287000.1
XLOC_002091	TCONS_00004520	TCONS_00004520.p1	SSTP_0001287000	SSTP_0001287000.1
XLOC_002092	TCONS_00002210	TCONS_00002210.p1	SSTP_0000310500	SSTP_0000310500.1
XLOC_002093	TCONS_00002211	TCONS_00002211.p1	SSTP_0000310600	SSTP_0000310600.1
XLOC_002093	TCONS_00002212	TCONS_00002212.p1	SSTP_0000310700	SSTP_0000310700.1
XLOC_002093	TCONS_00002213	TCONS_00002213.p1	SSTP_0000310700	SSTP_0000310700.1
XLOC_002093	TCONS_00002214	TCONS_00002214.p1	SSTP_0000310800	SSTP_0000310800.1
XLOC_002093	TCONS_00004521	TCONS_00004521.p1	SSTP_0000310600	SSTP_0000310600.1
XLOC_002094	TCONS_00002215	TCONS_00002215.p1	SSTP_0000311100	SSTP_0000311100.1
